time,open,high,low,close
2019-09-12,15463,15513,15283,15473
2019-09-13,15460,15572,15409,15572
2019-09-16,15464,15560,15423,15423
2019-09-17,15426,15599,15426,15594
2019-09-18,15566,15599,15498,15498
2019-09-19,15499,15595,15498,15517
2019-09-20,15564,15565,15472,15535
2019-09-23,15469,15630,15452,15477
2019-09-24,15472,15558,15472,15539
2019-09-25,15538,15563,15476,15476
2019-09-26,15479,15537,15472,15472
2019-09-27,15474,15534,15474,15485
2019-09-30,15489,15533,15457,15459
2019-10-01,15459,15544,15453,15529
2019-10-02,15524,15563,15490,15548
2019-10-03,15563,15566,15481,15542
2019-10-04,15542,15577,15501,15506
2019-10-07,15513,15572,15513,15547
2019-10-08,15527,15593,15496,15496
2019-10-09,15549,15568,15540,15555
2019-10-10,15556,15600,15525,15567
2019-10-11,15568,15635,15535,15585
2019-10-14,15580,15602,15560,15584
2019-10-15,15572,15630,15563,15617
2019-10-16,15619,15704,15619,15693
2019-10-17,15683,15769,15680,15733
2019-10-18,15733,15813,15722,15813
2019-10-21,15779,15780,15680,15686
2019-10-22,15686,15690,15584,15610
2019-10-23,15616,15630,15558,15608
2019-10-24,15606,15651,15559,15604
2019-10-25,15569,15617,15541,15543
2019-10-28,15538,15577,15537,15560
2019-10-29,15559,15606,15536,15583
2019-10-30,15583,15655,15583,15655
2019-10-31,15656,15734,15627,15644
2019-11-01,15614,15736,15614,15736
2019-11-04,15661,15661,15599,15605
2019-11-05,15585,15614,15460,15460
2019-11-06,15461,15564,15461,15522
2019-11-07,15503,15544,15449,15490
2019-11-08,15454,15499,15432,15432
2019-11-11,15431,15531,15431,15517
2019-11-12,15505,15524,15463,15463
2019-11-13,15462,15552,15459,15526
2019-11-14,15490,15554,15469,15532
2019-11-15,15514,15549,15509,15529
2019-11-18,15521,15621,15521,15595
2019-11-19,15577,15617,15558,15602
2019-11-20,15598,15615,15538,15538
2019-11-21,15598,15627,15545,15575
2019-11-22,15568,15606,15512,15512
2019-11-25,15544,15550,15495,15512
2019-11-26,15493,15548,15493,15524
2019-11-27,15514,15530,15492,15492
2019-11-28,15498,15531,15498,15514
2019-11-29,15503,15559,15503,15540
2019-12-02,15537,15646,15537,15630
2019-12-03,15644,15646,15618,15618
2019-12-04,15621,15649,15601,15601
2019-12-05,15603,15662,15515,15572
2019-12-06,15609,15620,15500,15517
2019-12-09,15489,15538,15484,15484
2019-12-10,15481,15537,15481,15522
2019-12-11,15533,15619,15533,15593
2019-12-12,15613,15638,15535,15543
2019-12-13,15654,15687,15543,15549
2019-12-16,15548,15623,15544,15588
2019-12-17,15591,15614,15576,15608
2019-12-18,15589,15600,15535,15547
2019-12-19,15546,15576,15541,15545
2019-12-20,15544,15576,15464,15469
2019-12-23,15475,15504,15475,15480
2019-12-24,15479,15515,15479,15485
2019-12-25,15474,15514,15474,15479
2019-12-26,15481,15510,15479,15492
2019-12-27,15474,15604,15474,15574
2019-12-30,15573,15627,15559,15580
2019-12-31,15581,15717,15514,15514
2020-01-01,15565,15620,15514,15620
2020-01-02,15557,15591,15504,15504
2020-01-03,15507,15589,15507,15551
2020-01-06,15552,15696,15521,15587
2020-01-07,15597,15627,15462,15517
