time,open,high,low,close
2022-08-10,15172,15364,15165,15313
2022-08-11,15315,15315,15173,15233
2022-08-12,15242,15268,15025,15061
2022-08-15,15034,15096,14973,14973
2022-08-16,14962,15024,14962,15006
2022-08-17,15004,15057,15002,15019
2022-08-18,15021,15089,14947,14947
2022-08-19,14955,14987,14885,14885
2022-08-22,14876,14936,14790,14792
2022-08-23,14776,14856,14728,14840
2022-08-24,14841,14844,14732,14790
2022-08-25,14794,14847,14717,14777
2022-08-26,14778,14886,14734,14759
2022-08-29,14740,14915,14714,14877
2022-08-30,14878,14907,14851,14889
2022-08-31,14872,14947,14821,14922
2022-09-01,14886,14943,14783,14794
2022-09-02,14820,14921,14820,14825
2022-09-05,14738,14804,14738,14791
2022-09-06,14797,14850,14730,14735
2022-09-07,14739,14923,14728,14921
2022-09-08,14874,14917,14813,14885
2022-09-09,14893,14980,14881,14881
2022-09-12,14974,15114,14930,15015
2022-09-13,15021,15103,14795,14795
2022-09-14,14800,14926,14800,14865
2022-09-15,14867,14949,14845,14884
2022-09-16,14914,15010,14891,14965
2022-09-19,14965,15015,14946,15005
2022-09-20,15013,15058,14923,14928
2022-09-21,14919,14971,14749,14749
2022-09-22,14754,14846,14739,14765
2022-09-23,14783,14792,14567,14567
2022-09-26,14578,14663,14518,14531
2022-09-27,14533,14635,14488,14498
2022-09-28,14502,14858,14469,14851
2022-09-29,14838,14978,14735,14975
2022-09-30,14996,14996,14838,14912
2022-10-03,14918,15028,14918,15023
2022-10-04,15032,15229,15007,15213
2022-10-05,15202,15207,14992,15011
2022-10-06,15012,15071,14862,14862
2022-10-07,14905,14954,14841,14847
2022-10-10,14850,14899,14842,14850
2022-10-11,14855,14997,14855,14897
2022-10-12,14878,14940,14845,14893
2022-10-13,14902,15060,14819,15009
2022-10-14,15010,15104,14990,14990
2022-10-17,14993,15247,14993,15234
2022-10-18,15234,15261,15201,15243
2022-10-19,15248,15259,15138,15138
2022-10-20,15155,15315,15155,15232
2022-10-21,15202,15415,15186,15407
2022-10-24,15398,15419,15319,15379
2022-10-25,15385,15577,15385,15562
2022-10-26,15548,15695,15530,15693
2022-10-27,15695,15696,15481,15499
2022-10-28,15513,15546,15448,15488
2022-10-31,15492,15532,15406,15406
2022-11-01,15412,15531,15412,15429
2022-11-02,15465,15556,15351,15351
2022-11-03,15347,15414,15291,15291
2022-11-04,15362,15670,15323,15670
2022-11-07,15670,15743,15538,15731
2022-11-08,15686,15813,15663,15804
2022-11-09,15733,15808,15669,15669
2022-11-10,15668,16030,15612,16007
2022-11-11,15948,16040,15747,16034
2022-11-14,16034,16094,15982,16054
2022-11-15,16015,16226,16011,16080
2022-11-16,16070,16275,16070,16242
2022-11-17,16209,16301,16201,16276
2022-11-18,16223,16291,16131,16131
2022-11-21,16187,16190,16080,16082
2022-11-22,16095,16167,16087,16164
2022-11-23,16163,16310,16161,16303
2022-11-24,16276,16335,16250,16276
2022-11-25,16295,16368,16262,16294
2022-11-28,16283,16481,16233,16251
2022-11-29,16246,16340,16235,16235
2022-11-30,16249,16397,16174,16359
2022-12-01,16362,16381,16131,16192
2022-12-02,16368,16370,16129,16185
2022-12-05,16252,16335,16192,16220
2022-12-06,16236,16456,16234,16337
2022-12-07,16340,16463,16323,16419
2022-12-08,16416,16489,16405,16477
2022-12-09,16470,16510,16403,16407
2022-12-12,16404,16535,16386,16458
2022-12-13,16469,16690,16469,16637
2022-12-14,16602,16665,16551,16647
2022-12-15,16629,16737,16566,16586
2022-12-16,16590,16645,16502,16502
2022-12-19,16503,16603,16483,16536
2022-12-20,16533,16602,16522,16560
2022-12-21,16549,16573,16494,16519
2022-12-22,16497,16593,16485,16505
2022-12-23,16500,16571,16500,16544
2022-12-26,16546,16626,16546,16612
2022-12-27,16620,16697,16620,16652
2022-12-28,16655,16810,16634,16653
2022-12-29,16700,16759,16618,16683
2022-12-30,16669,16690,16478,16654
2023-01-02,16656,16681,16582,16582
2023-01-03,16594,16632,16444,16444
2023-01-04,16440,16547,16440,16519
2023-01-05,16516,16584,16424,16441
2023-01-06,16411,16635,16411,16589
2023-01-09,16632,16735,16611,16699
2023-01-10,16699,16733,16658,16707
2023-01-11,16709,16730,16586,16645
2023-01-12,16643,16664,16425,16632
2023-01-13,16630,16677,16333,16397
2023-01-16,16394,16412,16267,16267
2023-01-17,16316,16478,16286,16365
2023-01-18,16352,16387,16259,16339
2023-01-19,16272,16424,16272,16399
2023-01-20,16348,16412,16285,16344
2023-01-23,16357,16443,16313,16379
2023-01-24,16354,16391,16170,16200
2023-01-25,16199,16334,16199,16325
2023-01-26,16326,16349,16250,16270
2023-01-27,16271,16312,16247,16277
2023-01-30,16276,16334,16235,16235
2023-01-31,16232,16337,16231,16273
2023-02-01,16277,16446,16249,16446
2023-02-02,16449,16500,16224,16224
2023-02-03,16238,16321,16065,16065
2023-02-06,16066,16365,16066,16136
2023-02-07,16139,16278,16139,16237
2023-02-08,16236,16250,16169,16169
2023-02-09,16184,16302,16184,16199
2023-02-10,16228,16297,16149,16149
2023-02-13,16150,16311,16150,16307
2023-02-14,16282,16321,16254,16305
2023-02-15,16269,16328,16214,16236
2023-02-16,16244,16263,16149,16153
2023-02-17,16170,16251,16141,16201
2023-02-20,16251,16251,16178,16191
2023-02-21,16193,16251,16163,16163
2023-02-22,16188,16216,16112,16112
2023-02-23,16111,16139,16082,16082
2023-02-24,16098,16141,16044,16044
2023-02-27,16044,16195,16044,16190
2023-02-28,16158,16214,16118,16118
2023-03-01,16114,16270,16114,16243
2023-03-02,16252,16289,16180,16182
2023-03-03,16209,16269,16198,16261
2023-03-06,16262,16395,16257,16330
2023-03-07,16326,16428,16183,16183
2023-03-08,16182,16305,16182,16264
2023-03-09,16268,16399,16268,16312
2023-03-10,16312,16530,16312,16428
2023-03-13,16426,16546,16405,16475
2023-03-14,16486,16519,16445,16504
2023-03-15,16495,16532,16171,16242
2023-03-16,16314,16389,16291,16310
2023-03-17,16340,16410,16209,16377
2023-03-20,16380,16465,16351,16457
2023-03-21,16451,16530,16446,16514
2023-03-22,16503,16721,16463,16653
2023-03-23,16654,16732,16367,16613
2023-03-24,16617,16617,16296,16298
2023-03-27,16297,16361,16297,16359
2023-03-28,16347,16367,16308,16348
2023-03-29,16352,16385,16290,16321
2023-03-30,16326,16419,16305,16400
2023-03-31,16400,16410,16229,16247
2023-04-03,16244,16317,16189,16311
2023-04-04,16286,16378,16170,16311
2023-04-05,16318,16376,16267,16267
2023-04-06,16277,16331,16257,16306
2023-04-07,16308,16311,16270,16287
2023-04-10,16257,16281,16154,16174
2023-04-11,16222,16282,16202,16233
2023-04-12,16259,16348,16222,16344
2023-04-13,16323,16357,16222,16288
2023-04-14,16291,16291,16140,16150
2023-04-17,16110,16274,16099,16133
2023-04-18,16131,16329,16131,16274
2023-04-19,16309,16422,16248,16256
2023-04-20,16242,16402,16242,16275
2023-04-21,16275,16405,16274,16302
2023-04-24,16305,16498,16305,16385
2023-04-25,16392,16474,16280,16280
2023-04-26,16286,16442,16286,16371
2023-04-27,16382,16385,16198,16203
2023-04-28,16204,16214,16086,16153
2023-05-01,16136,16165,16089,16089
2023-05-02,16089,16225,16089,16169
2023-05-03,16212,16250,16202,16240
2023-05-04,16250,16278,16159,16159
2023-05-05,16160,16207,16129,16159
2023-05-08,16164,16264,16164,16168
2023-05-09,16162,16226,16141,16141
2023-05-10,16168,16191,16123,16162
2023-05-11,16148,16176,16063,16063
2023-05-12,16089,16147,15934,15994
2023-05-15,16051,16102,16014,16084
2023-05-16,16091,16154,16086,16086
2023-05-17,16088,16165,16088,16107
2023-05-18,16104,16115,16000,16000
2023-05-19,16002,16159,16002,16119
2023-05-22,16122,16145,16089,16089
2023-05-23,16091,16099,16020,16020
2023-05-24,16027,16080,16012,16012
2023-05-25,16012,16062,16011,16023
2023-05-26,16023,16092,16023,16031
2023-05-29,16051,16071,16025,16025
2023-05-30,16023,16077,16007,16075
2023-05-31,16072,16076,15954,16010
2023-06-01,16012,16123,15955,16121
2023-06-02,16122,16144,15916,16040
2023-06-05,16041,16043,15884,15940
2023-06-06,15936,15945,15881,15882
2023-06-07,15900,15924,15892,15907
2023-06-08,15932,16051,15932,16051
2023-06-09,16022,16026,15941,15941
2023-06-12,15940,16021,15940,15977
2023-06-13,15993,16063,15993,16027
2023-06-14,16026,16171,16026,16126
2023-06-15,16131,16350,16131,16344
2023-06-16,16356,16378,16322,16331
2023-06-19,16332,16393,16332,16367
2023-06-20,16381,16436,16365,16371
2023-06-21,16380,16412,16320,16407
2023-06-22,16417,16451,16358,16358
2023-06-23,16357,16405,16279,16325
2023-06-26,16344,16430,16344,16366
2023-06-27,16391,16431,16374,16426
2023-06-28,16418,16442,16353,16354
2023-06-29,16349,16403,16282,16282
2023-06-30,16284,16435,16284,16348
2023-07-03,16351,16424,16346,16387
2023-07-04,16404,16409,16303,16303
2023-07-05,16305,16404,16291,16291
2023-07-06,16287,16523,16287,16372
2023-07-07,16375,16623,16375,16592
2023-07-10,16592,16710,16592,16701
2023-07-11,16706,16727,16632,16657
2023-07-12,16659,16785,16591,16772
2023-07-13,16781,16797,16681,16789
2023-07-14,16794,16817,16682,16783
2023-07-17,16788,16875,16788,16852
2023-07-18,16840,16892,16813,16825
2023-07-19,16830,16878,16779,16786
2023-07-20,16788,16826,16675,16675
2023-07-21,16680,16784,16680,16708
2023-07-24,16707,16732,16615,16615
2023-07-25,16616,16628,16548,16569
2023-07-26,16580,16673,16560,16638
2023-07-27,16630,16726,16457,16457
2023-07-28,16464,16656,16464,16619
2023-07-31,16627,16663,16572,16572
2023-08-01,16573,16619,16573,16608
2023-08-02,16640,16692,16585,16592
2023-08-03,16591,16636,16555,16616
2023-08-04,16620,16738,16602,16691
2023-08-07,16701,16722,16664,16696
2023-08-08,16697,16744,16654,16666
2023-08-09,16663,16696,16662,16662
2023-08-10,16668,16743,16667,16667
2023-08-11,16665,16814,16646,16646
2023-08-14,16646,16770,16646,16695
2023-08-15,16690,16800,16690,16721
2023-08-16,16714,16720,16620,16620
2023-08-17,16650,16737,16604,16607
2023-08-18,16654,16679,16606,16606
2023-08-21,16606,16724,16606,16684
2023-08-22,16687,16738,16599,16599
2023-08-23,16599,16636,16527,16603
2023-08-24,16606,16627,16478,16478
2023-08-25,16470,16576,16435,16500
2023-08-28,16509,16541,16493,16534
2023-08-29,16536,16606,16473,16591
2023-08-30,16586,16664,16549,16638
2023-08-31,16643,16648,16506,16510
2023-09-01,16507,16546,16412,16412
2023-09-04,16415,16461,16404,16440
2023-09-05,16441,16455,16360,16360
2023-09-06,16363,16448,16363,16391
2023-09-07,16395,16441,16384,16384
2023-09-08,16383,16480,16383,16387
2023-09-11,16413,16494,16413,16468
2023-09-12,16466,16508,16442,16489
2023-09-13,16489,16519,16476,16482
2023-09-14,16485,16498,16332,16332
2023-09-15,16346,16415,16346,16356
2023-09-18,16358,16735,16358,16426
2023-09-19,16420,16470,16416,16416
2023-09-20,16416,16499,16379,16388
2023-09-21,16389,16403,16355,16377
2023-09-22,16381,16403,16342,16356
2023-09-25,16355,16397,16302,16302
2023-09-26,16303,16413,16303,16365
2023-09-27,16361,16414,16293,16293
2023-09-28,16328,16404,16306,16389
2023-09-29,16389,16429,16331,16331
2023-10-02,16327,16443,16263,16263
2023-10-03,16263,16352,16263,16294
2023-10-04,16294,16431,16294,16412
2023-10-05,16410,16483,16405,16462
2023-10-06,16462,16574,16388,16515
2023-10-09,16498,16599,16495,16567
2023-10-10,16576,16697,16576,16678
2023-10-11,16680,16682,16629,16655
2023-10-12,16658,16696,16511,16511
2023-10-13,16511,16571,16468,16468
2023-10-16,16471,16591,16471,16588
2023-10-17,16582,16637,16570,16609
2023-10-18,16612,16667,16564,16564
2023-10-19,16566,16792,16566,16726
2023-10-20,16751,16825,16741,16809
2023-10-23,16792,16990,16792,16988
2023-10-24,16978,16995,16781,16781
2023-10-25,16779,16822,16760,16760
2023-10-26,16755,16806,16755,16801
2023-10-27,16807,16877,16762,16829
2023-10-30,16829,16880,16749,16859
2023-10-31,16856,16925,16787,16790
2023-11-01,16793,16856,16781,16834
2023-11-02,16843,16864,16787,16834
2023-11-03,16823,16881,16717,16872
2023-11-06,16869,16869,16621,16642
2023-11-07,16661,16758,16659,16714
2023-11-08,16714,16755,16691,16750
2023-11-09,16731,16770,16692,16692
2023-11-10,16719,16766,16705,16761
2023-11-13,16757,16802,16757,16786
2023-11-14,16775,17052,16775,16799
2023-11-15,16798,17065,16798,16841
2023-11-16,16832,16917,16804,16860
2023-11-17,16827,16901,16701,16901
2023-11-20,16891,16899,16814,16887
2023-11-21,16886,16995,16836,16836
2023-11-22,16837,17029,16837,16949
2023-11-23,16983,17015,16897,16952
2023-11-24,16955,17028,16955,17020
2023-11-27,17019,17026,16931,16951
2023-11-28,16964,16993,16896,16945
2023-11-29,16959,17030,16884,16937
2023-11-30,16881,17018,16881,16930
2023-12-01,16877,16949,16756,16756
2023-12-04,16843,16868,16727,16797
2023-12-05,16737,16812,16695,16695
2023-12-06,16732,16758,16680,16706
2023-12-07,16674,16771,16674,16731
2023-12-08,16737,16759,16665,16755
2023-12-11,16683,16880,16683,16798
2023-12-12,16798,16864,16798,16852
2023-12-13,16851,17035,16775,16775
2023-12-14,17022,17034,16863,17025
2023-12-15,17026,17061,16920,16920
2023-12-18,16871,16951,16871,16932
2023-12-19,16935,17017,16913,16972
2023-12-20,17015,17018,16974,16979
2023-12-21,16962,17068,16939,16998
2023-12-22,17083,17135,17007,17043
2023-12-25,17042,17043,17042,17043
2023-12-26,17036,17088,16992,17009
2023-12-27,17087,17141,16989,17080
2023-12-28,17125,17141,17079,17088
2023-12-29,17049,17125,16989,16989
2024-01-01,16986,16988,16986,16986
2024-01-02,16981,17062,16915,16915
2024-01-03,16918,16990,16896,16896
2024-01-04,16897,17028,16897,16944
2024-01-05,16945,17034,16940,16967
2024-01-08,16966,17026,16966,16990
2024-01-09,16994,17015,16943,16956
2024-01-10,16952,17073,16952,17058
2024-01-11,17065,17089,17023,17052
2024-01-12,17053,17089,17018,17018
2024-01-15,17016,17052,17016,17024
2024-01-16,17021,17033,16940,16940
2024-01-17,16963,17005,16960,16995
2024-01-18,17005,17031,16966,16975
2024-01-19,16975,17011,16975,16993
2024-01-22,17005,17047,17005,17005
2024-01-23,17018,17068,16947,16947
2024-01-24,16999,17129,16972,17088
2024-01-25,17093,17261,17091,17154
2024-01-26,17145,17205,17128,17157
2024-01-29,17159,17167,17083,17085
2024-01-30,17127,17128,17080,17104
2024-01-31,17105,17174,17049,17049
2024-02-01,17053,17131,17003,17129
2024-02-02,17110,17132,16891,16891
2024-02-05,16882,16944,16857,16857
2024-02-06,16891,16932,16876,16906
2024-02-07,16910,16910,16827,16834
2024-02-08,16836,16868,16817,16840
2024-02-09,16852,16904,16842,16853
2024-02-12,16849,16904,16782,16782
2024-02-13,16780,16810,16679,16679
2024-02-14,16726,16728,16693,16717
2024-02-15,16791,16821,16688,16814
2024-02-16,16853,16863,16803,16821
2024-02-19,16833,16859,16833,16841
2024-02-20,16839,16945,16839,16915
2024-02-21,16910,16954,16888,16910
2024-02-22,16910,16952,16857,16861
2024-02-23,16857,16900,16857,16865
2024-02-26,16863,16968,16863,16950
2024-02-27,16950,16990,16950,16953
2024-02-28,16963,17036,16948,16987
2024-02-29,17003,17050,16970,16970
2024-03-01,16959,17009,16959,17006
2024-03-04,17006,17087,17006,17078
2024-03-05,17076,17135,17076,17110
2024-03-06,17093,17136,17051,17095
2024-03-07,17079,17129,17052,17128
2024-03-08,17105,17154,16993,17057
2024-03-11,17056,17057,16996,17024
2024-03-12,17031,17044,16948,17023
2024-03-13,17024,17062,17015,17042
2024-03-14,17043,17054,16945,16945
2024-03-15,16948,17020,16948,16968
2024-03-18,16968,17131,16968,17050
2024-03-19,17055,17091,17055,17065
2024-03-20,17058,17155,17058,17154
2024-03-21,17125,17127,16999,16999
2024-03-22,16987,17159,16987,17042
2024-03-25,17043,17114,17043,17109
2024-03-26,17122,17146,17092,17092
2024-03-27,17091,17224,17091,17156
2024-03-28,17301,17301,17099,17099
2024-03-29,17093,17131,17093,17095
2024-04-01,17106,17165,17060,17060
2024-04-02,17057,17171,17052,17118
2024-04-03,17109,17245,17109,17240
2024-04-04,17243,17272,17216,17216
2024-04-05,17217,17220,17124,17163
2024-04-08,17160,17231,17157,17197
2024-04-09,17194,17257,17193,17193
2024-04-10,17187,17207,17011,17011
2024-04-11,17021,17077,16965,16986
2024-04-12,16973,16975,16850,16850
2024-04-15,16999,17000,16824,16824
2024-04-16,17113,17254,17113,17166
2024-04-17,17220,17312,17220,17299
2024-04-18,17250,17282,17207,17207
2024-04-19,17214,17585,17214,17311
2024-04-22,17275,17307,17275,17286
2024-04-23,17293,17350,17270,17348
2024-04-24,17278,17349,17266,17273
2024-04-25,17339,17379,17310,17359
2024-04-26,17388,17455,17322,17322
2024-04-29,17338,17427,17338,17418
2024-04-30,17403,17441,17339,17339
2024-05-01,17339,17414,17334,17412
2024-05-02,17412,17412,17261,17347
2024-05-03,17264,17368,17198,17301
2024-05-06,17308,17312,17241,17255
2024-05-07,17248,17300,17246,17246
2024-05-08,17264,17278,17235,17235
2024-05-09,17241,17292,17220,17290
2024-05-10,17275,17316,17271,17271
2024-05-13,17306,17409,17306,17340
2024-05-14,17335,17423,17335,17399
2024-05-15,17403,17437,17283,17434
2024-05-16,17440,17440,17294,17294
2024-05-17,17286,17359,17286,17330
2024-05-20,17336,17382,17333,17333
2024-05-21,17335,17401,17335,17354
2024-05-22,17358,17392,17300,17300
2024-05-23,17307,17409,17285,17285
2024-05-24,17327,17349,17293,17341
2024-05-27,17339,17441,17339,17432
2024-05-28,17450,17508,17450,17460
2024-05-29,17509,17576,17449,17449
2024-05-30,17443,17622,17443,17604
2024-05-31,17595,17667,17576,17617
2024-06-03,17626,17686,17577,17686
2024-06-04,17696,17714,17631,17634
2024-06-05,17645,17759,17645,17692
2024-06-06,17692,17734,17672,17697
2024-06-07,17699,17705,17483,17483
2024-06-10,17483,17540,17459,17514
2024-06-11,17519,17546,17475,17490
2024-06-12,17486,17666,17486,17606
2024-06-13,17581,17595,17460,17460
2024-06-14,17504,17588,17498,17547
2024-06-17,17590,17641,17552,17591
2024-06-18,17598,17650,17579,17605
2024-06-19,17598,17646,17563,17574
2024-06-20,17599,17691,17577,17577
2024-06-21,17630,17637,17576,17582
2024-06-24,17577,17639,17562,17586
2024-06-25,17572,17581,17535,17535
2024-06-26,17531,17612,17512,17512
2024-06-27,17528,17592,17528,17545
2024-06-28,17521,17548,17478,17523
2024-07-01,17562,17603,17520,17520
2024-07-02,17521,17607,17521,17605
2024-07-03,17610,17704,17610,17649
2024-07-04,17606,17651,17606,17646
2024-07-05,17645,17664,17622,17635
2024-07-08,17618,17622,17585,17585
2024-07-09,17590,17642,17563,17563
2024-07-10,17613,17616,17560,17576
2024-07-11,17557,17640,17543,17586
2024-07-12,17587,17594,17537,17547
2024-07-15,17593,17670,17580,17631
2024-07-16,17607,17656,17601,17624
2024-07-17,17634,17649,17568,17647
2024-07-18,17664,17688,17610,17632
2024-07-19,17640,17672,17604,17604
2024-07-22,17636,17680,17636,17649
2024-07-23,17654,17669,17576,17576
2024-07-24,17579,17611,17566,17566
2024-07-25,17607,17648,17580,17614
2024-07-26,17614,17723,17614,17681
2024-07-29,17663,17702,17608,17608
2024-07-30,17606,17702,17606,17642
2024-07-31,17620,17662,17577,17597
2024-08-01,17596,17610,17510,17552
2024-08-02,17497,17699,17497,17699
2024-08-05,17646,17789,17618,17718
2024-08-06,17776,17776,17639,17655
2024-08-07,17650,17653,17503,17505
2024-08-08,17509,17514,17308,17341
2024-08-09,17343,17418,17343,17372
2024-08-12,17406,17476,17406,17419
2024-08-13,17432,17437,17294,17309
2024-08-14,17299,17400,17231,17255
2024-08-15,17191,17298,17191,17296
2024-08-16,17218,17297,17218,17297
2024-08-19,17288,17327,17167,17217
2024-08-20,17224,17268,17086,17167
2024-08-21,17168,17272,17165,17253
2024-08-22,17286,17389,17230,17324
2024-08-23,17330,17410,17174,17326
2024-08-26,17326,17326,17134,17236
2024-08-27,17219,17351,17219,17301
2024-08-28,17325,17332,17140,17141
2024-08-29,17152,17169,17055,17130
2024-08-30,17113,17144,17067,17067
2024-09-02,17064,17213,17064,17208
2024-09-03,17179,17232,17140,17173
2024-09-04,17159,17161,17109,17140
2024-09-05,17137,17142,17073,17098
2024-09-06,17100,17104,17014,17014
2024-09-09,17027,17138,17027,17047
2024-09-10,17049,17079,17033,17057
2024-09-11,17041,17041,16953,16981
2024-09-12,16977,17081,16967,17079
2024-09-13,17074,17097,17059,17059
2024-09-16,17062,17129,17062,17102
2024-09-17,17127,17140,17033,17033
2024-09-18,17045,17078,17003,17003
2024-09-19,17047,17047,16947,16974
2024-09-20,16995,16995,16819,16902
2024-09-23,16911,16968,16858,16895
2024-09-24,16907,16958,16863,16897
2024-09-25,16966,16986,16797,16797
2024-09-26,16911,16943,16847,16848
2024-09-27,16938,16939,16836,16873
2024-09-30,16871,16938,16846,16847
2024-10-01,16853,16951,16806,16899
2024-10-02,16815,16901,16815,16842
2024-10-03,16850,17065,16850,17065
2024-10-04,17069,17143,16968,16985
2024-10-07,16982,17250,16982,17197
2024-10-08,17238,17280,17161,17165
2024-10-09,17196,17196,17076,17076
2024-10-10,17079,17170,17079,17170
2024-10-11,17117,17154,17022,17022
2024-10-14,17020,17071,16962,16962
2024-10-15,16960,16997,16937,16940
2024-10-16,16951,16952,16841,16841
2024-10-17,16911,16912,16774,16840
2024-10-18,16772,16833,16763,16795
2024-10-21,16794,16857,16762,16823
2024-10-22,16787,16851,16774,16800
2024-10-23,16795,16899,16795,16833
2024-10-24,16888,16922,16803,16922
2024-10-25,16853,16989,16853,16931
2024-10-28,16873,17043,16873,17025
2024-10-29,17006,17073,16986,17036
2024-10-30,17032,17052,16981,17039
2024-10-31,17017,17105,17017,17103
2024-11-01,17079,17124,17021,17021
2024-11-04,17094,17177,17094,17126
2024-11-05,17146,17192,17136,17187
2024-11-06,17179,17216,16937,16980
2024-11-07,16943,17012,16920,16985
2024-11-08,16971,16976,16775,16786
2024-11-11,16784,16810,16682,16698
2024-11-12,16788,16816,16710,16758
2024-11-13,16769,16787,16652,16652
2024-11-14,16746,16762,16667,16711
2024-11-15,16722,16825,16688,16690
2024-11-18,16703,16789,16698,16789
2024-11-19,16804,16804,16687,16762
2024-11-20,16801,16834,16707,16710
2024-11-21,16787,16822,16667,16667
2024-11-22,16669,16675,16453,16529
2024-11-25,16596,16691,16594,16643
2024-11-26,16640,16738,16640,16699
2024-11-27,16716,16841,16697,16822
2024-11-28,16779,16826,16721,16762
2024-11-29,16749,16785,16714,16742
2024-12-02,16759,16759,16632,16675
2024-12-03,16639,16772,16634,16741
2024-12-04,16743,16789,16698,16760
2024-12-05,16732,16862,16704,16748
2024-12-06,16785,16788,16721,16721
2024-12-09,16742,16793,16722,16727
2024-12-10,16734,16768,16666,16691
2024-12-11,16691,16745,16686,16686
2024-12-12,16708,16770,16657,16657
2024-12-13,16659,16788,16659,16787
2024-12-16,16786,16851,16771,16806
2024-12-17,16811,16872,16811,16839
2024-12-18,16863,16920,16645,16645
2024-12-19,16646,16968,16646,16873
2024-12-20,16871,16905,16810,16875
2024-12-23,16885,16975,16813,16819
2024-12-24,16797,16858,16797,16824
2024-12-25,16823,16875,16823,16838
2024-12-26,16825,16863,16825,16863
2024-12-27,16863,16934,16863,16914
2024-12-30,16939,16943,16751,16778
2024-12-31,16775,16818,16647,16647
2025-01-01,16653,16660,16653,16660
2025-01-02,16789,16846,16596,16596
2025-01-03,16615,16679,16615,16679
2025-01-06,16679,16834,16679,16815
2025-01-07,16813,16818,16667,16667
2025-01-08,16670,16780,16651,16702
2025-01-09,16698,16764,16673,16673
2025-01-10,16676,16686,16564,16564
2025-01-13,16559,16660,16559,16606
2025-01-14,16680,16743,16655,16722
2025-01-15,16808,16865,16763,16783
2025-01-16,16784,16912,16784,16841
2025-01-17,16907,16912,16796,16796
2025-01-20,16796,17032,16796,17031
2025-01-21,17029,17049,16908,17005
2025-01-22,17023,17026,16939,16939
2025-01-23,16909,16978,16909,16945
2025-01-24,16901,17024,16893,16961
2025-01-27,16983,17010,16919,16956
2025-01-28,16961,16962,16860,16860
2025-01-29,16860,16879,16817,16817
2025-01-30,16847,16962,16847,16942
2025-01-31,16921,16974,16899,16908
2025-02-03,16700,16949,16682,16911
2025-02-04,16945,17016,16814,16953
2025-02-05,16930,16975,16923,16933
2025-02-06,16985,16985,16924,16944
2025-02-07,16979,16979,16795,16795
2025-02-10,16798,16884,16756,16835
2025-02-11,16837,16955,16837,16955
2025-02-12,16956,17052,16916,17052
2025-02-13,17041,17093,16993,17091
2025-02-14,17109,17109,17009,17070
2025-02-17,17042,17042,16990,17018
2025-02-18,17025,17036,16977,16995
2025-02-19,17048,17113,16974,16995
2025-02-20,17047,17140,17028,17139
2025-02-21,17074,17126,17040,17040
2025-02-24,17089,17170,17022,17028
2025-02-25,17029,17180,17029,17175
2025-02-26,17176,17219,17155,17155
2025-02-27,17155,17243,17100,17100
2025-02-28,17093,17252,17093,17191
2025-03-03,17195,17316,17135,17265
2025-03-04,17270,17362,17227,17314
2025-03-05,17417,17601,17346,17594
2025-03-06,17593,17673,17578,17618
2025-03-07,17606,17754,17606,17655
2025-03-10,17699,17779,17667,17776
2025-03-11,17698,17991,17698,17891
2025-03-12,17928,17956,17893,17893
2025-03-13,17895,17919,17790,17790
2025-03-14,17817,17849,17716,17785
2025-03-17,17779,17907,17756,17874
2025-03-18,17897,17992,17879,17971
2025-03-19,17953,18085,17953,18008
2025-03-20,18012,18026,17837,17904
2025-03-21,17876,17889,17837,17837
2025-03-24,17834,17994,17834,17917
2025-03-25,17922,18026,17883,17931
2025-03-26,17902,17921,17824,17866
2025-03-27,17862,17933,17825,17870
2025-03-28,17867,17967,17844,17918
2025-03-31,17918,17981,17879,17901
2025-04-01,17904,17925,17865,17865
2025-04-02,17871,17993,17870,17926
2025-04-03,18010,18425,18010,18285
2025-04-04,18321,18383,18099,18099
2025-04-07,18122,18282,18064,18064
2025-04-08,18473,18509,18393,18448
2025-04-09,18487,18760,18450,18450
2025-04-10,18507,18871,18363,18796
2025-04-11,18983,19216,18925,19066
2025-04-14,19001,19149,18966,19056
2025-04-15,18984,19112,18956,18962
2025-04-16,18982,19170,18982,19170
2025-04-17,19167,19189,19095,19189
2025-04-18,19119,19186,19119,19157
2025-04-21,19218,19432,19218,19325
2025-04-22,19344,19454,19237,19237
2025-04-23,19099,19281,19068,19075
2025-04-24,19102,19220,19102,19195
2025-04-25,19064,19149,19059,19117
2025-04-28,19091,19242,19083,19240
2025-04-29,19230,19236,19040,19040
2025-04-30,19078,19086,18794,18794
2025-05-01,18766,18872,18721,18749
2025-05-02,18784,18784,18590,18592
2025-05-05,18572,18675,18572,18585
2025-05-06,18591,18701,18551,18696
2025-05-07,18691,18806,18691,18695
2025-05-08,18688,18752,18505,18505
2025-05-09,18535,18608,18532,18569
2025-05-12,18561,18572,18337,18507
2025-05-13,18515,18574,18324,18566
2025-05-14,18575,18627,18484,18494
2025-05-15,18498,18556,18461,18470
2025-05-16,18466,18492,18324,18324
2025-05-19,18428,18524,18388,18482
2025-05-20,18482,18513,18432,18506
2025-05-21,18507,18616,18507,18509
2025-05-22,18511,18578,18394,18412
2025-05-23,18417,18458,18358,18414
2025-05-26,18414,18514,18414,18490
2025-05-27,18497,18509,18439,18439
2025-05-28,18446,18473,18388,18388
2025-05-29,18403,18529,18299,18523
2025-05-30,18520,18556,18459,18486
2025-06-02,18421,18636,18421,18633
2025-06-03,18646,18654,18536,18571
2025-06-04,18572,18628,18532,18605
